Wavelength,Acoita,Aroeira_vermelha,Aroeira_braba,Inga,Pata_de_vaca
476,0.067500633,0.082526561,0.072443144,0.060726812,0.093091518
477,0.066793855,0.079974615,0.065821186,0.059148535,0.095724415
478,0.067770344,0.08103198,0.062521607,0.057051729,0.097583969
479,0.068095487,0.087115366,0.068729316,0.05456557,0.093293003
480,0.066227901,0.088189197,0.069741522,0.053199065,0.100091505
481,0.068550789,0.082286785,0.07055001,0.05553778,0.101162029
482,0.074101926,0.071229679,0.071706067,0.061058328,0.095826102
483,0.065312961,0.080220658,0.076149185,0.062111376,0.089086778
484,0.066654426,0.080340672,0.076804575,0.062166265,0.09028386
485,0.071541995,0.076930653,0.07423988,0.060584284,0.096093223
486,0.066581941,0.080527159,0.067438153,0.054297571,0.102034573
487,0.063536013,0.083040436,0.074401951,0.060771067,0.106745037
488,0.062903105,0.08382192,0.082670988,0.066565835,0.107879288
489,0.06624691,0.081652697,0.084399512,0.062101728,0.102078706
490,0.064115296,0.082170217,0.074706958,0.063134269,0.105017769
491,0.064773285,0.080732986,0.072901152,0.064044354,0.106707246
492,0.069916999,0.076334374,0.083186527,0.063804685,0.105201081
493,0.066543677,0.087587103,0.076749127,0.058806679,0.103336455
494,0.067224659,0.088047139,0.07686757,0.061832144,0.106394731
495,0.070356816,0.082055809,0.081690452,0.069796583,0.111776238
496,0.068999727,0.088710807,0.083755407,0.070038573,0.10702752
497,0.067482515,0.090070294,0.080991039,0.064148692,0.10771101
498,0.066671301,0.088393404,0.078049085,0.058381525,0.10964053
499,0.068189277,0.084735855,0.081171075,0.06138701,0.107933185
500,0.072624099,0.086002176,0.080284227,0.056749368,0.112306032
501,0.074153045,0.090158106,0.081562968,0.054503406,0.112981331
502,0.069746405,0.0972698,0.087970287,0.059341333,0.105064578
503,0.072287315,0.0988644,0.087237103,0.060424102,0.113213503
504,0.071333504,0.100559282,0.089163852,0.060538848,0.119531013
505,0.066917359,0.102561583,0.09410881,0.060160311,0.12294748
506,0.07182273,0.101454538,0.096244803,0.063262697,0.126765914
507,0.071879144,0.099718735,0.096683548,0.062279084,0.128116664
508,0.070638034,0.099075338,0.097685856,0.059751873,0.128609209
509,0.077191645,0.105260633,0.106140253,0.061563241,0.132091124
510,0.078087847,0.103823213,0.114272569,0.064446361,0.140933166
511,0.07770865,0.102816848,0.120886496,0.066908807,0.14809297
512,0.078954676,0.10891481,0.12439892,0.067712694,0.147329049
513,0.081281102,0.112637857,0.126367624,0.075261693,0.15241804
514,0.082683989,0.115478231,0.128044651,0.079340971,0.154524978
515,0.082645439,0.117653556,0.129672873,0.077406819,0.15139344
516,0.085379401,0.119158782,0.135544066,0.079610743,0.154148839
517,0.087831873,0.12323377,0.140191841,0.079439591,0.158432107
518,0.090080425,0.128978123,0.144037208,0.077618103,0.16399371
519,0.093178897,0.130586582,0.149978402,0.079059474,0.171949486
520,0.096558926,0.130898483,0.156524712,0.082211329,0.178934011
521,0.099772008,0.131770486,0.162481412,0.086314991,0.183500381
522,0.102089046,0.136775592,0.165325421,0.090878908,0.181583382
523,0.104934038,0.143718512,0.174352583,0.087342256,0.185208519
524,0.108792301,0.150346045,0.182526991,0.085674678,0.191675338
525,0.114277826,0.155723344,0.186226913,0.091400824,0.200656968
526,0.11134167,0.153315757,0.188553646,0.092672634,0.201006696
527,0.112783405,0.15562619,0.190864,0.093267663,0.203539631
528,0.119752288,0.163655612,0.193355611,0.093779293,0.209375998
529,0.120491128,0.161960065,0.196676126,0.100322527,0.210247356
530,0.123869571,0.162168474,0.202577826,0.102954383,0.213330722
531,0.128191634,0.164104706,0.209581184,0.103425989,0.217299023
532,0.128101575,0.168456072,0.213056606,0.106706655,0.218080249
533,0.127088776,0.170884664,0.21514909,0.106329387,0.220993876
534,0.127007262,0.171701312,0.216562063,0.105037849,0.223871616
535,0.130351453,0.170271859,0.217708224,0.105175731,0.224559546
536,0.129306579,0.172171901,0.220106274,0.106913175,0.227784732
537,0.130326648,0.174935642,0.222520038,0.108429654,0.229333973
538,0.135806102,0.177978715,0.224605522,0.10911172,0.227584305
539,0.135655886,0.173745391,0.225957796,0.108863282,0.233008415
540,0.135302067,0.174791908,0.226426733,0.11008392,0.236578366
541,0.135050532,0.18071759,0.226238975,0.112411112,0.237849891
542,0.135157102,0.182240725,0.227653468,0.111183202,0.23644236
543,0.136964616,0.181509465,0.228908795,0.110408671,0.237213188
544,0.139289612,0.179604705,0.230359504,0.110869749,0.238810566
545,0.139860845,0.178187487,0.233043429,0.115313616,0.238744387
546,0.141462982,0.177741162,0.234305099,0.116655742,0.239698344
547,0.142133102,0.177969214,0.23500455,0.116218486,0.241936213
548,0.140095073,0.178971522,0.235484028,0.114094898,0.24622741
549,0.140672871,0.183271262,0.237756523,0.114245363,0.245423147
550,0.140491971,0.185363287,0.23778362,0.115009886,0.245051759
551,0.138867855,0.184028384,0.23464036,0.116140439,0.246148616
552,0.140112725,0.181011216,0.234440762,0.1124557,0.246270058
553,0.140505049,0.180852334,0.235278681,0.112342478,0.244568187
554,0.140452704,0.182713987,0.236648425,0.114673927,0.242020828
555,0.142163607,0.182810737,0.235913107,0.114271176,0.243719515
556,0.141269052,0.180696359,0.235317269,0.11431077,0.243318743
557,0.140052572,0.178586447,0.234624156,0.114159572,0.242222545
558,0.14173902,0.179762369,0.233412695,0.11272732,0.242124835
559,0.139124057,0.179125865,0.233032519,0.112095746,0.242563996
560,0.136713862,0.177289729,0.232011396,0.111075433,0.241735139
561,0.136573213,0.174147405,0.229475799,0.108994168,0.238394472
562,0.136772847,0.170756325,0.226306149,0.108458196,0.237145254
563,0.134951088,0.168900694,0.223797446,0.108487374,0.236193663
564,0.131194158,0.16877477,0.222098321,0.108957681,0.235382196
565,0.13363072,0.170252483,0.221655983,0.108927657,0.235319293
566,0.130109933,0.16920772,0.218105105,0.107097661,0.233026397
567,0.123994707,0.166377805,0.213091135,0.104367432,0.229848376
568,0.125150177,0.1629757,0.21137813,0.103186443,0.229691866
569,0.12282517,0.16055717,0.208512121,0.102133149,0.228894943
570,0.119622578,0.159209052,0.206223726,0.101140147,0.227222103
571,0.117610338,0.159630467,0.20655137,0.100157207,0.223959985
572,0.117130029,0.154766841,0.203830251,0.097388776,0.221569663
573,0.1163468,0.151531526,0.199529755,0.095080973,0.219738185
574,0.114682266,0.152212285,0.193687201,0.09396866,0.218458447
575,0.111347955,0.149171738,0.191019151,0.090976717,0.21804598
576,0.110282916,0.146712914,0.188138977,0.090033576,0.216549042
577,0.110862403,0.145016573,0.184923133,0.0907268,0.214022249
578,0.105921005,0.144614677,0.181707269,0.087967217,0.211235164
579,0.104237139,0.144155906,0.178969344,0.087765986,0.209591426
580,0.103962038,0.142803484,0.177033746,0.088391614,0.208295077
581,0.102054568,0.138048023,0.177143139,0.086700413,0.205904776
582,0.100628948,0.136307147,0.174780414,0.08695347,0.203278226
583,0.100382341,0.136085021,0.172762614,0.086900133,0.201663806
584,0.102236809,0.137058151,0.173059949,0.084975637,0.202306984
585,0.100396878,0.136341061,0.170857874,0.083513424,0.200622909
586,0.099393941,0.135825981,0.168778116,0.082509626,0.199243014
587,0.099987461,0.135816631,0.167255977,0.081989761,0.198609786
588,0.097169052,0.136417951,0.168847311,0.080657807,0.198312619
589,0.096557823,0.135354242,0.168393511,0.07951671,0.196415901
590,0.097120856,0.133189438,0.166685048,0.079037438,0.194087137
591,0.094362532,0.132037541,0.16683242,0.082147348,0.19722012
592,0.093675561,0.133040002,0.164248726,0.081962211,0.195627779
593,0.094290823,0.133610469,0.161142817,0.08052081,0.192853366
594,0.096022014,0.129804757,0.160258126,0.079868808,0.193102121
595,0.095975442,0.128233168,0.159989506,0.079010458,0.193871598
596,0.095138627,0.12750598,0.160113829,0.078778587,0.193341109
597,0.09365042,0.127328804,0.160673356,0.079749371,0.190271781
598,0.092572835,0.128051919,0.160023797,0.079408094,0.190498912
599,0.092049338,0.128204438,0.158720547,0.078447996,0.190851484
600,0.092048623,0.127701233,0.156968361,0.077048723,0.191040187
601,0.091140027,0.128118263,0.15818786,0.078140083,0.190946244
602,0.090431541,0.127603722,0.157202944,0.077673823,0.189126438
603,0.089864071,0.126705235,0.154392806,0.076464128,0.186362274
604,0.089347555,0.126931436,0.149790338,0.076592089,0.184580721
605,0.090826924,0.126851931,0.151549613,0.076965764,0.185703945
606,0.09146601,0.126032059,0.153364611,0.077361345,0.186436744
607,0.088343494,0.123692934,0.1496988,0.077586387,0.183691671
608,0.08691867,0.122146495,0.149516785,0.076207501,0.182443312
609,0.086664993,0.121231271,0.148384154,0.075323501,0.181956615
610,0.08765296,0.121017991,0.145059419,0.075529294,0.182182591
611,0.088282253,0.120812416,0.144943294,0.075375941,0.179430148
612,0.088132621,0.12129368,0.144467863,0.073616798,0.179075618
613,0.087249763,0.122136368,0.143442911,0.070857541,0.180428274
614,0.085901058,0.120631085,0.140854542,0.072176945,0.17728278
615,0.08490607,0.119521856,0.139330998,0.071319842,0.175743257
616,0.084394269,0.117942894,0.138126571,0.070165462,0.175644164
617,0.084994873,0.113864173,0.136033656,0.072222708,0.177687234
618,0.082972465,0.113455896,0.136418134,0.070659378,0.172648576
619,0.081799521,0.114735112,0.135916325,0.069381659,0.168983123
620,0.083746995,0.117210004,0.132293585,0.070704246,0.172003196
621,0.0817964,0.114723472,0.13008213,0.069087555,0.171554962
622,0.080751219,0.112631989,0.129881673,0.070394458,0.169609395
623,0.081262031,0.111701421,0.131720519,0.075245573,0.166514938
624,0.082396929,0.113093944,0.129695788,0.072068189,0.167783575
625,0.080529389,0.113696279,0.130354397,0.069434798,0.166600223
626,0.077735047,0.113661259,0.132003869,0.067822781,0.164165419
627,0.081578587,0.113091557,0.128755186,0.069902401,0.164127123
628,0.081202583,0.11219952,0.127124703,0.068996194,0.166199575
629,0.079817398,0.111175525,0.126288043,0.067937363,0.168081275
630,0.080221388,0.11014532,0.125807868,0.069602514,0.167236184
631,0.079624471,0.111091779,0.126275171,0.070226239,0.162890498
632,0.079795398,0.112279996,0.126679657,0.070988472,0.161106391
633,0.081425816,0.11324016,0.126712476,0.07228229,0.16418242
634,0.081795806,0.115318687,0.124558133,0.07022004,0.165940025
635,0.079916005,0.113694328,0.123395291,0.069654779,0.164851622
636,0.076291066,0.109083138,0.123461927,0.070456496,0.161357576
637,0.076443349,0.110700394,0.126083277,0.069475333,0.159779297
638,0.077206406,0.111153273,0.124759756,0.067893977,0.159084551
639,0.077929047,0.110552727,0.120863555,0.066381189,0.158417968
640,0.077171741,0.108329132,0.115540805,0.066488507,0.155925098
641,0.07608321,0.105975907,0.11533078,0.067485253,0.154308558
642,0.074667136,0.103766286,0.115565291,0.068165927,0.153668894
643,0.072774835,0.101911786,0.113476172,0.067639162,0.154496759
644,0.074489388,0.102443205,0.109396613,0.066267189,0.153900874
645,0.075147042,0.100857715,0.106461988,0.065791677,0.151862916
646,0.073969638,0.096395772,0.105213241,0.066498293,0.148286618
647,0.072185117,0.097247532,0.105031729,0.065034823,0.145050292
648,0.0698863,0.097323592,0.102344416,0.065676329,0.142531668
649,0.067942902,0.096922117,0.098663005,0.067263877,0.14089179
650,0.070723191,0.097102435,0.100377639,0.065094052,0.141473953
651,0.071171156,0.096243544,0.100781712,0.062067976,0.141351227
652,0.070421599,0.09537666,0.099858829,0.060265849,0.140488733
653,0.069093375,0.095732196,0.096772671,0.062963919,0.138395721
654,0.068851411,0.094737375,0.094972767,0.06286628,0.137121195
655,0.068922062,0.093843883,0.094234808,0.063272866,0.135023241
656,0.069120324,0.093562655,0.094734502,0.065401535,0.131349811
657,0.071202901,0.093081495,0.094487417,0.064077634,0.129141369
658,0.071798731,0.093028001,0.093048374,0.062934489,0.128661258
659,0.07080397,0.093329088,0.090600912,0.062197567,0.129284146
660,0.068606587,0.092862824,0.089098045,0.062124713,0.124332004
661,0.068940127,0.092521858,0.088108189,0.064194635,0.122707409
662,0.07100552,0.091144149,0.087295952,0.066274908,0.122611003
663,0.074322894,0.085343613,0.086015728,0.063609744,0.121157863
664,0.073208486,0.085481372,0.085682109,0.064350599,0.121432497
665,0.070910549,0.086509743,0.084408192,0.065135612,0.120465027
666,0.068964337,0.085621218,0.080590568,0.06388706,0.115872294
667,0.070359975,0.084854826,0.079595649,0.064607234,0.113637595
668,0.070001586,0.085385617,0.078664735,0.06514172,0.111052198
669,0.067136453,0.087398643,0.077409041,0.06513311,0.107755235
670,0.070561197,0.086253928,0.077604696,0.063801815,0.109540401
671,0.072404735,0.087058476,0.078923248,0.064575069,0.110952054
672,0.072669683,0.088706741,0.080394717,0.066625516,0.111387959
673,0.070212942,0.087105015,0.078001344,0.067283502,0.107601877
674,0.070209768,0.087631609,0.078080742,0.069385597,0.107624362
675,0.071932019,0.088427757,0.079297738,0.070960565,0.109284776
676,0.07554294,0.087608409,0.080865,0.069554728,0.111136261
677,0.076363251,0.089362612,0.081824301,0.068621697,0.110948444
678,0.077041258,0.09102542,0.082831903,0.068955366,0.110802738
679,0.078314587,0.091794792,0.08407996,0.071041025,0.111324819
680,0.076755936,0.093824872,0.084322426,0.073365965,0.114919876
681,0.077202147,0.094354083,0.086869229,0.073914331,0.116768125
682,0.079353908,0.093845139,0.090748392,0.073243907,0.117203585
683,0.07983474,0.096746455,0.087413144,0.076225577,0.120079246
684,0.08020803,0.098498549,0.089672157,0.078647141,0.122842664
685,0.081124425,0.100503816,0.09471792,0.079968202,0.126130757
686,0.08415283,0.105552875,0.099376996,0.078442796,0.131502816
687,0.085680607,0.108141097,0.101713361,0.078693765,0.135944287
688,0.086943521,0.110178785,0.105254711,0.079340535,0.141461343
689,0.088470516,0.112450743,0.1121985,0.079811354,0.14949802
690,0.09026175,0.115440868,0.117948708,0.082753398,0.159100609
691,0.092883278,0.121056062,0.125754496,0.085797794,0.168621103
692,0.096393879,0.129264055,0.135895549,0.088706785,0.177781817
693,0.100924642,0.133849885,0.147548199,0.092034544,0.182971627
694,0.105926907,0.139668368,0.157840395,0.095025198,0.193329574
695,0.111294375,0.14639149,0.168267328,0.098026477,0.206013182
696,0.11713613,0.153594325,0.183333793,0.102123173,0.214367434
697,0.125511912,0.161356719,0.197825351,0.106532447,0.22753192
698,0.134485938,0.170185678,0.212761679,0.112740538,0.240166888
699,0.142846987,0.18114969,0.229523572,0.12277787,0.248039851
700,0.152664512,0.191156304,0.240026453,0.131089188,0.258951303
701,0.162454018,0.200464234,0.252393302,0.13962284,0.270464966
702,0.171949077,0.209032238,0.268332759,0.148716724,0.282233465
703,0.184304979,0.219698635,0.282735103,0.156735185,0.290030578
704,0.196761197,0.229903135,0.296098793,0.1652132,0.29908998
705,0.208679205,0.239789137,0.308336431,0.174085227,0.309176084
706,0.217055205,0.249987075,0.319204807,0.183867833,0.319808885
707,0.228921974,0.262008855,0.331397307,0.193894967,0.327134857
708,0.241752341,0.274354294,0.344013143,0.204034325,0.334124485
709,0.253233275,0.285606033,0.356326532,0.214310572,0.344051117
710,0.263679829,0.294965455,0.366365176,0.226823407,0.35370025
711,0.274559551,0.305342773,0.376918942,0.237967962,0.36135332
712,0.286419261,0.317853427,0.388993347,0.246385384,0.366095018
713,0.299662244,0.328947961,0.398615056,0.256383908,0.374207383
714,0.311824346,0.340748,0.408684206,0.266528237,0.38244257
715,0.323076707,0.352890247,0.418987167,0.27677131,0.390581882
716,0.334354693,0.361781019,0.427446836,0.287333488,0.397389024
717,0.346396917,0.373694009,0.436634964,0.298741728,0.40500862
718,0.359024233,0.386634755,0.446081799,0.310013747,0.41268515
719,0.372338951,0.397744757,0.455205613,0.319598633,0.419212228
720,0.382984042,0.408678097,0.463174766,0.329547036,0.426267993
721,0.394273561,0.418489677,0.47063455,0.339854723,0.433453614
722,0.407939339,0.426515806,0.477773994,0.350760335,0.440722585
723,0.416960829,0.438114059,0.484657246,0.361793828,0.445992249
724,0.427185965,0.449140698,0.490819013,0.372546411,0.451696312
725,0.438875252,0.459295064,0.496438414,0.382919377,0.457904404
726,0.449221134,0.467899978,0.504253232,0.391515267,0.462947297
727,0.458836812,0.476706421,0.510263288,0.401353782,0.466489512
728,0.467719835,0.485466027,0.515322149,0.41131447,0.469942051
729,0.475219178,0.493612695,0.52085669,0.419157463,0.476404428
730,0.483538902,0.501103806,0.527086329,0.428761685,0.483152497
731,0.491999084,0.507714349,0.532005322,0.437523615,0.488564074
732,0.500281453,0.51296702,0.533951724,0.443732387,0.491231519
733,0.508029091,0.520772773,0.538234007,0.452374262,0.493345118
734,0.514562559,0.526986551,0.542408788,0.460190749,0.49645896
735,0.51981467,0.531321383,0.546192956,0.466838861,0.500628841
736,0.5242818,0.539489222,0.550119066,0.473176229,0.502102351
737,0.530070698,0.544846499,0.551831245,0.479062527,0.504816848
738,0.536501026,0.548514128,0.552911222,0.484804559,0.507981455
739,0.542137647,0.552622461,0.557566702,0.49121238,0.50959453
740,0.545489371,0.556485665,0.56084199,0.496177632,0.511433679
741,0.54901551,0.560049164,0.562738657,0.501109791,0.513460338
742,0.554602766,0.563135958,0.562726343,0.507036412,0.515719914
743,0.556153572,0.565458941,0.565325296,0.510558635,0.517512178
744,0.558093452,0.568343925,0.567139602,0.514123881,0.519508952
745,0.561124873,0.571935654,0.567640698,0.518040526,0.521758229
746,0.563727605,0.572176826,0.569245815,0.519399697,0.522056377
747,0.566137445,0.573727155,0.57008307,0.521971476,0.522421265
748,0.568322766,0.575973272,0.570453811,0.525370723,0.522919095
749,0.569984484,0.577187765,0.571137345,0.528796762,0.5238666
750,0.571234262,0.57737273,0.571468544,0.530279082,0.523861015
751,0.571999991,0.577823091,0.57184751,0.531653589,0.523753148
752,0.572000003,0.579732537,0.572628832,0.534411836,0.524202108
753,0.573222196,0.580331731,0.573077452,0.534143114,0.525308555
754,0.574776518,0.580957091,0.573054492,0.53520726,0.525139678
755,0.576474881,0.581848872,0.572510183,0.53844142,0.523320591
756,0.574747896,0.582288659,0.572558582,0.538387275,0.525838643
757,0.574645901,0.58265934,0.573093677,0.538673824,0.527021545
758,0.575476062,0.582935822,0.573829281,0.539284313,0.527143413
759,0.575126612,0.582951725,0.573783123,0.54034059,0.52662763
760,0.576017106,0.583622491,0.574217618,0.540680999,0.525951636
761,0.576651669,0.584814751,0.5747311,0.540815192,0.525318301
762,0.575578773,0.586657393,0.57499696,0.541095567,0.524917358
763,0.575914609,0.584320033,0.574973905,0.541565615,0.52566846
764,0.575679362,0.58265239,0.575024617,0.541722214,0.525526863
765,0.574476337,0.582606387,0.575224304,0.541447473,0.524084115
766,0.575133824,0.581500435,0.575469828,0.541654581,0.526474661
767,0.575523031,0.581557512,0.575415468,0.541929996,0.527056527
768,0.575645077,0.582188213,0.575287056,0.541991335,0.526031643
769,0.57536124,0.581437171,0.5759112,0.540624022,0.52329762
770,0.574768984,0.581357288,0.575967181,0.541302007,0.523577875
771,0.574221754,0.581460786,0.575523329,0.541761571,0.524723154
772,0.574045098,0.581408298,0.574409056,0.539927405,0.525270933
773,0.57550894,0.582031584,0.573717988,0.541251332,0.524317884
774,0.575477529,0.582179141,0.573436856,0.541908354,0.524028641
775,0.573332584,0.581651819,0.573621953,0.541187882,0.524878752
776,0.574200034,0.583277321,0.575352418,0.541800487,0.527570295
777,0.574210978,0.583042943,0.575702691,0.541927791,0.527221543
778,0.573793578,0.581574345,0.575253487,0.541824567,0.525199836
779,0.574215066,0.580392206,0.575615704,0.542262352,0.525369728
780,0.573892844,0.58114475,0.576836467,0.542127496,0.525021315
781,0.573409104,0.581831861,0.577198589,0.541400206,0.524608123
782,0.573155773,0.580831301,0.57496357,0.539818579,0.524461335
783,0.572440827,0.580357432,0.576410782,0.540751153,0.524983197
784,0.572319758,0.580547488,0.577588356,0.540992188,0.524616349
785,0.5729599,0.581419957,0.57790103,0.540059674,0.523160237
786,0.573202538,0.581578672,0.578971112,0.540281588,0.523722142
787,0.573141968,0.582268167,0.577666199,0.541090065,0.524046957
788,0.57277348,0.583083475,0.575382566,0.542067909,0.524285126
789,0.571905768,0.582869172,0.575664353,0.542092305,0.524830467
790,0.572458124,0.581852162,0.576783299,0.542762214,0.524280834
791,0.573575497,0.581231833,0.578044438,0.542740768,0.523771238
792,0.574907506,0.581957233,0.579038692,0.540876508,0.524069941
793,0.573258018,0.581778133,0.578751528,0.540911162,0.522897553
794,0.57231847,0.58225379,0.57881223,0.541606039,0.523844844
795,0.572482944,0.583393979,0.579395509,0.542719531,0.52691732
796,0.57254293,0.581895602,0.57989732,0.542360848,0.523901796
797,0.573091936,0.581906009,0.58003397,0.542312872,0.523053652
798,0.5733675,0.582782233,0.58019551,0.542593575,0.523321116
799,0.571481502,0.58355906,0.581277132,0.543435085,0.522950393
800,0.571881771,0.582190025,0.582470012,0.542249894,0.522983378
801,0.572023988,0.581347692,0.583752418,0.541093135,0.522959507
802,0.570558345,0.582532454,0.585118544,0.540998977,0.522631145
803,0.571760893,0.584107494,0.584009206,0.541653425,0.522823638
804,0.571903098,0.584215963,0.583880222,0.542322451,0.523249388
805,0.571049488,0.583151698,0.584853232,0.542869925,0.523768312
806,0.572285044,0.584809601,0.585791504,0.542552418,0.523303944
807,0.573490191,0.584619546,0.586739445,0.543197513,0.523304516
808,0.574363291,0.583488429,0.587015462,0.543974769,0.523574358
809,0.574259055,0.582334805,0.585171187,0.543629724,0.523950666
810,0.574110627,0.584750986,0.586440909,0.543255156,0.525264156
811,0.573328876,0.585443938,0.587706172,0.542931247,0.525532711
812,0.571597099,0.582293415,0.587900805,0.542694217,0.523895097
813,0.571612644,0.584502804,0.58923465,0.545099759,0.525237864
814,0.572134173,0.584900451,0.589710701,0.544315821,0.52458877
815,0.572929263,0.583882916,0.589590287,0.541675568,0.522491318
816,0.573025739,0.584052336,0.590364695,0.544427443,0.521963924
817,0.573212671,0.585894263,0.591342652,0.544420552,0.522788221
818,0.573508883,0.587067437,0.591838336,0.543280375,0.524024087
819,0.573982215,0.584794188,0.590933061,0.542172903,0.524884397
820,0.574087238,0.585588205,0.590384173,0.542261732,0.524545896
821,0.573495781,0.586173379,0.592214322,0.543081015,0.523587614
822,0.572157848,0.585926902,0.59685837,0.544504422,0.522116292
823,0.573042023,0.586960661,0.596181619,0.542718065,0.521565008
824,0.572924614,0.587481296,0.595093298,0.54330346,0.522473478
825,0.572371805,0.58756609,0.594502294,0.544705886,0.524075049
826,0.572857106,0.58724004,0.597387195,0.542659688,0.524373567
827,0.574723244,0.586191583,0.598071945,0.541700494,0.523286569
828,0.57551713,0.585331118,0.598141134,0.541488153,0.522651583
829,0.573389494,0.585278058,0.598357272,0.542069012,0.523742056
830,0.57236445,0.585431814,0.599001145,0.542534465,0.523902231
831,0.572062576,0.585463881,0.59957459,0.543163759,0.524098748
832,0.572486413,0.585420418,0.60007875,0.543982232,0.524305004
833,0.573898137,0.586071813,0.601019716,0.545035821,0.523387706
834,0.57449224,0.586400485,0.600712943,0.543105793,0.522546655
835,0.574216986,0.586865723,0.600351059,0.541042632,0.52208432
836,0.572542584,0.588265777,0.601787698,0.543249279,0.52266705
837,0.572338629,0.588473666,0.602045465,0.544037598,0.522604203
838,0.572024894,0.588742328,0.601662731,0.544175512,0.522793245
839,0.571093142,0.58946687,0.600701141,0.543796664,0.523554939
840,0.57142787,0.588326204,0.603862429,0.544529873,0.523103619
841,0.572160077,0.587804699,0.604834819,0.545261157,0.523857808
842,0.572965705,0.58788681,0.604114008,0.545346725,0.52494837
843,0.572548664,0.588596821,0.603389204,0.541935515,0.522775328
844,0.573123813,0.587582386,0.603947055,0.544602698,0.522057462
845,0.573824632,0.586766124,0.605630136,0.546796101,0.52114464
846,0.574033451,0.587715995,0.608765066,0.543208671,0.51868782
847,0.574164975,0.589944649,0.608159006,0.543352515,0.520874077
848,0.573041773,0.589689434,0.606664073,0.544195896,0.522086537
849,0.570891547,0.586892211,0.605087197,0.545104831,0.52177847
850,0.572971821,0.587921035,0.609602535,0.542454576,0.522353244
851,0.573248303,0.588770604,0.609835672,0.543908316,0.522893929
852,0.573005283,0.589075065,0.608192575,0.546177393,0.522988957
853,0.574258161,0.587909043,0.607991099,0.543871874,0.521692163
854,0.574040902,0.588989282,0.610425806,0.543487,0.520994204
855,0.574202418,0.589795315,0.611941898,0.543685108,0.52112518
856,0.575418389,0.58943491,0.611205101,0.5441185,0.522300988
857,0.573411489,0.590213585,0.610700607,0.544407207,0.522330868
858,0.572898102,0.591692257,0.610535204,0.544469756,0.522244233
859,0.573019624,0.592995131,0.610662496,0.54426049,0.521748066
860,0.570368779,0.590581989,0.611001623,0.543508136,0.519481033
861,0.571519494,0.590145671,0.611147153,0.543706799,0.519697815
862,0.57285738,0.58970232,0.611231375,0.544752371,0.520631975
863,0.571807134,0.587820816,0.611327767,0.546865523,0.521251255
864,0.57416271,0.591190577,0.612975848,0.54362042,0.522556603
865,0.574732316,0.591580391,0.613782763,0.542181087,0.522382784
866,0.573289049,0.588742387,0.613669503,0.542913407,0.520835096
867,0.57309351,0.588998771,0.614379311,0.542198193,0.521281588
868,0.572921956,0.591099215,0.614457953,0.542387396,0.520366758
869,0.572807062,0.592688859,0.614468443,0.543189508,0.51933617
870,0.572821534,0.590145242,0.615177333,0.544481325,0.519911563
871,0.572975171,0.591299427,0.615167177,0.545282626,0.518079066
872,0.572838461,0.59106493,0.616178596,0.545545322,0.517587882
873,0.572291601,0.588243616,0.618530667,0.545259953,0.519446558
874,0.572163618,0.592364085,0.612771904,0.547235847,0.519844031
875,0.572926283,0.593364275,0.61396904,0.546343601,0.519427252
876,0.574207497,0.592574143,0.618241143,0.544268495,0.518633068
877,0.57522558,0.592834485,0.616487145,0.545008093,0.518494916
878,0.573542976,0.591825199,0.618463337,0.544641513,0.520929527
879,0.572405064,0.590945375,0.619581306,0.544739544,0.521117026
880,0.573475718,0.590868306,0.617470682,0.546153641,0.516278017
881,0.571245635,0.590443325,0.616898715,0.542485702,0.517604589
882,0.570717156,0.590780997,0.615790057,0.541252178,0.51935972
883,0.571868122,0.591664565,0.614910936,0.542475557,0.521111834
884,0.574054623,0.591943812,0.618458486,0.545492673,0.521916878
885,0.572991979,0.591740298,0.619280469,0.545243365,0.519870049
886,0.571475017,0.59021008,0.619071555,0.543623447,0.518130308
887,0.57162137,0.586219275,0.618859744,0.541717762,0.519368374
888,0.571681321,0.587714887,0.621189058,0.541938299,0.519747555
889,0.570070815,0.588685167,0.622223818,0.542629069,0.519633001
890,0.567388916,0.588565671,0.621462011,0.543430924,0.51905902
891,0.570873117,0.588502073,0.618499756,0.542780977,0.518062294
892,0.571377599,0.590411317,0.618848097,0.541451424,0.517834741
893,0.570537174,0.592509496,0.620587778,0.541089511,0.517594105
894,0.569907379,0.592495251,0.621825445,0.544190019,0.516336304
895,0.569630337,0.589427781,0.622239196,0.541638833,0.517687726
896,0.571180558,0.588140213,0.622790682,0.540786874,0.51865688
897,0.574500346,0.589572275,0.623523664,0.542872471,0.518681741
898,0.569525516,0.589823687,0.621445632,0.540023315,0.519479513
899,0.56926074,0.591144264,0.620062923,0.53862198,0.517255479
900,0.570452833,0.592523539,0.619523191,0.538479328,0.515270263
901,0.567541051,0.59203968,0.620482445,0.539817673,0.519887888
902,0.568259728,0.589559829,0.621781766,0.539415395,0.517197818
903,0.570334411,0.589343166,0.622701025,0.538240629,0.515209353
904,0.573161292,0.59289155,0.622943199,0.536527926,0.516423059
905,0.571117842,0.590334034,0.620635343,0.539894158,0.516886252
906,0.570262444,0.591035795,0.61937449,0.540394771,0.519115508
907,0.569365895,0.59257226,0.619363165,0.540105599,0.520786166
908,0.565144217,0.588599408,0.621671879,0.544439602,0.515408844
909,0.568405497,0.587335241,0.622966254,0.541590792,0.514083391
910,0.571449256,0.587969184,0.623387778,0.539698392,0.513848925
911,0.570844376,0.590519273,0.622833025,0.54246428,0.513654333
